829,"2,800","2,800","2,800"
829,,,
829,,,
829,"25,900","25,900","25,900"
829,,,
829,,,
829,,,
829,100,,
829,,,
829,"4,300","5,600","5,600"
829,,,
829,,,
829,"1,900",500,500
829,500,600,600
829,,"17,600","17,600"
829,,,
829,,,
829,"1,900","2,000","2,000"
829,,,
829,"17,300","11,500","11,500"
829,"2,200","2,200","2,200"
829,,,
829,"303,800","500,000","500,000"
829,,,
829,"116,400",,"116,000"
"829 סה""כ","2,154,400",2271800,"2,372,800"
832,"72,000","82,500","72,000"
832,,,
832,"18,300","25,300","17,340"
832,,,
832,,,
"832 סה""כ",90300,107800,89340
836,"139,300","272,200","272,200"
"836 סה""כ","139,300","272,200","272,200"
837,"746,000","340,000","540,000"
"837 סה""כ","746,000","340,000","540,000"
841,,,
841,"195,600","200,000","200,000"
841,"20,100","25,000","25,000"
841,,,
841,,,
841,,,
841,,,
841,"1,266,100","700,000","400,000"
841,,,
841,"177,500","215,000","198,000"
841,"11,900","15,200","15,000"
841,,,
841,,,
841,"101,400","100,000","110,000"
841,"33,100","25,000","31,790"
841,"27,300","30,000","33,320"
841,"2,300","2,300","2,300"
841,"8,200","6,000","7,000"
841,"127,300","120,000","120,000"
841,"69,100","101,000","80,000"
841,,,
841,"294,600","240,000","365,000"
841,"26,800","25,000","25,000"
841,"91,400","95,000","95,000"
841,,,
841,,,
841,,,
"841 סה""כ",2452700,1899500,1707410
842,"128,500","110,700","124,000"
842,"153,400","144,000","150,000"
842,"277,100","400,000","400,000"
842,,,
842,,,
842,,,
842,,"27,000","13,333"
842,"287,100","278,900","285,200"
842,,,
842,"50,700",,"107,000"
842,,,
842,"327,600","286,900","372,000"
842,,,
842,"8,900","16,000","20,000"
842,,,
842,,,
842,,,
842,,,
842,,"20,000",
842,"29,900","40,000","53,333"
"842 סה""כ","1,263,200","1,323,500","1,524,866"
843,,,
843,"91,900","100,400","100,400"
843,"760,100","230,000","770,666"
843,"227,800","200,000","220,000"
843,"210,400","332,000","368,000"
843,"667,900","600,000","660,000"
843,"36,400","26,500","40,000"
843,,,
843,,,
843,,,
843,"49,400","43,000","43,000"
843,"29,100","15,000","30,000"
843,"178,300","235,000","213,733"
843,"26,800","21,300","29,733"
843,"4,100","5,000","5,000"
843,,,
843,,"3,500","3,500"
843,,,
